system,source_file,energy_ev,tdos,opdos,pdos_fragment_1,pdos_fragment_2,pdos_fragment_3,pdos_fragment_4,pdos_fragment_5,pdos_fragment_6,pdos_fragment_7,pdos_fragment_8,pdos_fragment_9,pdos_fragment_10,energy_homo_aligned_ev,tdos_per_atom,pdos_fragment_1_per_atom,pdos_fragment_2_per_atom,pdos_fragment_3_per_atom,pdos_fragment_4_per_atom
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.47916,9e-06,0.0,8e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.589943227369766,1.2857142857142858e-07,1.1428571428571427e-07,0.0,1.4285714285714284e-08,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.47382,8e-06,0.0,7e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.595283227369766,1.1428571428571427e-07,1e-07,0.0,1.4285714285714284e-08,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.46849,6e-06,0.0,6e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.600613227369766,8.571428571428572e-08,8.571428571428572e-08,0.0,1.4285714285714284e-08,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.46315,5e-06,0.0,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.605953227369766,7.142857142857144e-08,7.142857142857144e-08,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.45782,4e-06,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.611283227369766,5.714285714285714e-08,5.714285714285714e-08,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.45248,4e-06,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.616623227369766,5.714285714285714e-08,4.285714285714286e-08,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.44715,3e-06,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.621953227369766,4.285714285714286e-08,4.285714285714286e-08,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.44181,2e-06,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.627293227369766,2.857142857142857e-08,2.857142857142857e-08,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.43648,2e-06,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.632623227369766,2.857142857142857e-08,2.857142857142857e-08,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.43114,2e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.637963227369766,2.857142857142857e-08,1.4285714285714284e-08,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.42581,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.643293227369766,1.4285714285714284e-08,1.4285714285714284e-08,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.42047,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.648633227369766,1.4285714285714284e-08,1.4285714285714284e-08,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.41514,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.653963227369766,1.4285714285714284e-08,1.4285714285714284e-08,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.4098,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.659303227369766,1.4285714285714284e-08,1.4285714285714284e-08,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.40447,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.664633227369766,1.4285714285714284e-08,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.39913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.669973227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.3938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.675303227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.38846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.680643227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.38313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.685973227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.37779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.691313227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.37246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.696643227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.36712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.701983227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.36179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.707313227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.35645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.712653227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.35112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.717983227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.34578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.723323227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.34045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.728653227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.33511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.733993227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.32978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.739323227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.32444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.744663227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.31911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.749993227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.31377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.755333227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.30844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.760663227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.766003227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.29777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.771333227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.29243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776673227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.2871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.782003227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.28176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.787343227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.27643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792673227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.27109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.798013227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.26576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.803343227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.26042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.808683227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.25509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.814013227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.24975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.819353227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.24441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.824693227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.23908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.830023227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.23374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.835363227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.22841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.840693227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.22307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.846033227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.21774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.851363227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.2124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.856703227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.20707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.862033227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.20173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.867373227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.872703227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.19106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.878043227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.18573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.883373227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.18039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.888713227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.17506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.894043227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.16972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.899383227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.16439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.904713227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.15905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.910053227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.15372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.915383227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.14838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.920723227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.14305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.926053227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.13771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.931393227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.13238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.936723227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.942063227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.12171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.947393227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.11637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.952733227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.11104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.958063227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.1057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.963403227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.10037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.968733227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.09503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.974073227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.0897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.979403227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.08436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.984743227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.07903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.990073227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.07369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.995413227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.06836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.000743227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.06302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.006083227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.05769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.011413227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.05235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.016753227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.04702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.022083227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.04168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.027423227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.03635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.032753227369765,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.03101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.038093227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.02568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.043423227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.02034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.048763227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.01501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.054093227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.00967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.059433227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-1.00433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.064773227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.070103227369766,0.0,0.0,0.0,0.0,0.0
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/dos/pdi_terminal_functionalized_dos_curve.txt,-0.99366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.075443227369766,0.0,0.0,0.0,0.0,0.0
